STATE,NAME,2000 POVERTY,1990 POVERTY,1980 POVERTY,1970 POVERTY,1960 POVERTY
SC,KERSHAW COUNTY,12.8,12.9,16.38,23.50,50.52
SC,LANCASTER COUNTY,12.8,14.8,11.20,17.30,37.83
SC,LAURENS COUNTY,14.3,12.9,11.67,16.30,40.14
SC,LEE COUNTY,21.8,29.6,30.27,46.40,73.92
SC,LEXINGTON COUNTY,9.0,8.4,9.52,15.00,33.54
SC,MARION COUNTY,23.2,28.6,26.26,38.00,64.91
SC,MARLBORO COUNTY,21.7,26.6,24.58,34.00,63.97
SC,MCCORMICK COUNTY,17.9,22.8,26.69,39.20,61.99
SC,NEWBERRY COUNTY,17.0,12.60,20.80,46.85,
SC,OCONEE COUNTY,10.8,11.4,14.03,17.40,40.28
SC,ORANGEBURG COUNTY,21.4,24.9,26.71,39.10,62.66
SC,PICKENS COUNTY,13.7,12.5,10.70,14.90,29.77
SC,RICHLAND COUNTY,13.7,13.8,15.29,20.00,37.65
SC,SALUDA COUNTY,15.6,18.3,22.16,24.80,52.88
SC,SPARTANBURG COUNTY,12.3,11.8,13.77,17.90,36.27
SC,SUMTER COUNTY,16.2,20.6,23.50,32.10,52.94
SC,UNION COUNTY,14.3,17.0,11.88,17.80,39.39
SC,WILLIAMSBURG COUNTY,27.9,28.7,28.00,48.30,72.99
SC,YORK COUNTY,10.0,10.3,10.99,16.30,39.15
SD,SOUTH DAKOTA STATE,13.2,15.9,16.93,18.70,30.10
SD,AURORA COUNTY,11.4,15.0,24.00,28.40,49.80
SD,BEADLE COUNTY,11.9,13.2,13.98,14.20,26.25
SD,BENNETT COUNTY,39.2,37.6,33.52,37.40,42.30
SD,BON HOMME COUNTY,12.9,15.3,22.53,22.20,46.38
SD,BROOKINGS COUNTY,14.0,17.8,17.44,18.30,31.56
SD,BROWN COUNTY,9.9,11.8,11.28,14.40,24.78
SD,BRULE COUNTY,14.3,18.5,24.71,22.20,26.95
SD,BUFFALO COUNTY,56.9,45.1,42.47,46.90,61.27
SD,BUTTE COUNTY,12.8,19.5,15.97,16.40,19.47
SD,CAMPBELL COUNTY,14.1,18.3,30.88,20.20,30.31
SD,CHARLES MIX COUNTY,26.9,31.4,28.78,31.80,46.35
SD,CLARK COUNTY,14.8,18.8,25.73,21.20,42.72
SD,CLAY COUNTY,21.2,24.6,19.25,18.10,28.20
SD,CODINGTON COUNTY,9.0,12.5,10.98,12.00,27.08
SD,CORSON COUNTY,41.0,42.5,41.49,38.40,52.06
SD,CUSTER COUNTY,9.4,12.4,13.50,16.60,25.99
SD,DAVISON COUNTY,11.5,15.0,14.00,15.10,25.36
SD,DAY COUNTY,14.3,21.7,19.51,28.80,42.43
SD,DEUEL COUNTY,10.3,16.6,23.55,21.10,35.58
SD,DEWEY COUNTY,33.6,44.4,35.45,38.00,44.51
SD,DOUGLAS COUNTY,14.6,21.7,29.11,24.80,44.03
SD,EDMUNDS COUNTY,13.8,23.2,24.27,21.20,39.15
SD,FALL RIVER COUNTY,13.6,14.5,18.51,17.80,18.74
SD,FAULK COUNTY,18.1,24.3,31.20,20.80,44.66
SD,GRANT COUNTY,9.9,10.8,13.23,18.80,38.79
SD,GREGORY COUNTY,20.1,21.6,25.77,29.30,36.62
SD,HAAKON COUNTY,13.9,13.6,20.58,19.20,26.33
SD,HAMLIN COUNTY,12.1,16.3,23.72,17.30,44.55
SD,HAND COUNTY,9.2,17.6,28.40,26.40,38.59
SD,HANSON COUNTY,16.6,16.8,31.27,23.80,52.58
SD,HARDING COUNTY,21.1,18.9,23.79,25.00,22.36
SD,HUGHES COUNTY,8.0,10.4,7.12,9.60,15.53
SD,HUTCHINSON COUNTY,13.0,19.2,23.49,27.70,45.43
SD,HYDE COUNTY,12.3,16.5,23.19,31.80,40.24
SD,JACKSON COUNTY,36.5,38.8,35.63,20.70,26.42
SD,JERAULD COUNTY,20.6,18.2,20.26,25.00,46.44
SD,JONES COUNTY,15.8,15.1,18.34,17.90,39.14
SD,KINGSBURY COUNTY,10.0,13.5,20.11,16.70,34.53
SD,LAKE COUNTY,9.7,10.4,14.99,20.10,28.06
SD,LAWRENCE COUNTY,14.8,14.0,14.26,15.10,16.38
SD,LINCOLN COUNTY,4.4,6.2,11.02,15.60,36.03
SD,LYMAN COUNTY,24.3,24.7,28.51,14.10,36.38
SD,MARSHALL COUNTY,13.9,17.7,22.83,22.40,38.27
SD,MCCOOK COUNTY,8.1,11.8,19.04,29.80,40.25
SD,MCPHERSON COUNTY,22.6,21.5,27.24,24.70,44.28
SD,MEADE COUNTY,9.4,10.4,10.55,12.20,25.09
SD,MELLETTE COUNTY,35.8,41.3,38.89,33.50,54.24
SD,MINER COUNTY,11.8,16.6,32.50,22.60,45.87
SD,MINNEHAHA COUNTY,7.5,8.0,8.71,10.60,16.82
SD,MOODY COUNTY,9.6,13.3,15.95,20.10,34.93
SD,PENNINGTON COUNTY,11.5,12.9,12.21,13.80,16.28
SD,PERKINS COUNTY,16.9,15.2,19.36,19.10,29.65
SD,POTTER COUNTY,12.6,19.0,21.03,20.70,28.65
SD,ROBERTS COUNTY,22.1,26.4,26.49,27.30,46.26
SD,SANBORN COUNTY,14.9,21.0,35.12,26.90,32.53
SD,SHANNON COUNTY,52.3,63.1,44.68,45.70,63.48
SD,SPINK COUNTY,12.8,18.7,20.03,17.60,41.35
SD,STANLEY COUNTY,8.7,12.4,13.05,12.50,15.72
SD,SULLY COUNTY,12.1,13.1,21.78,24.20,33.90
SD,TODD COUNTY,48.3,50.2,43.54,45.80,65.25
SD,TRIPP COUNTY,19.9,20.6,23.49,18.00,28.89
SD,TURNER COUNTY,7.2,14.3,15.41,21.20,40.08
SD,UNION COUNTY,5.5,13.0,13.21,18.70,28.26
SD,WALWORTH COUNTY,18.2,17.8,14.79,16.80,24.82
SD,WASHABAUGH COUNTY,,,,54.20,36.62
SD,YANKTON COUNTY,9.6,13.5,10.05,18.50,28.71
SD,ZIEBACH COUNTY,49.9,51.1,43.68,47.70,39.09
TN,TENNESSEE STATE,13.5,15.7,16.45,21.80,39.32
TN,ANDERSON COUNTY,13.1,14.3,14.55,18.60,27.52
TN,BEDFORD COUNTY,13.1,16.0,14.14,21.30,38.52
TN,BENTON COUNTY,15.6,17.2,16.46,21.40,41.34
TN,BLEDSOE COUNTY,18.1,19.2,24.21,37.10,67.69
TN,BLOUNT COUNTY,9.7,12.4,12.68,17.00,32.40
TN,BRADLEY COUNTY,12.2,13.8,13.90,16.80,37.23
TN,CAMPBELL COUNTY,22.8,26.8,24.82,41.10,59.50
TN,CANNON COUNTY,12.8,14.5,17.53,28.60,45.57
TN,CARROLL COUNTY,13.9,15.9,17.14,20.70,49.85
TN,CARTER COUNTY,16.9,18.0,18.82,22.10,40.78
TN,CHEATHAM COUNTY,7.4,10.8,10.87,17.30,38.19
TN,CHESTER COUNTY,14.4,18.9,20.71,29.40,52.49
TN,CLAIBORNE COUNTY,22.6,25.7,29.32,43.60,66.74
TN,CLAY COUNTY,19.1,23.0,26.78,43.90,66.35
TN,COCKE COUNTY,22.5,25.3,27.54,33.30,58.24
TN,COFFEE COUNTY,14.3,15.2,14.30,19.70,34.90
TN,CROCKETT COUNTY,16.9,17.6,21.77,30.50,57.21
TN,CUMBERLAND COUNTY,14.7,18.1,21.93,31.90,63.98
TN,DAVIDSON COUNTY,13.0,13.0,12.29,13.80,25.93
TN,DECATUR COUNTY,16.0,19.9,18.96,23.40,53.67
TN,DEKALB COUNTY,17.0,20.3,22.89,23.10,54.16
TN,DICKSON COUNTY,10.2,15.4,12.06,19.00,42.77
TN,DYER COUNTY,15.9,17.6,16.32,26.30,51.77
TN,FAYETTE COUNTY,14.3,24.1,30.32,50.60,77.80
TN,FENTRESS COUNTY,23.1,32.3,33.49,46.20,73.47
TN,FRANKLIN COUNTY,13.2,14.4,16.47,24.70,42.27
TN,GIBSON COUNTY,12.8,16.2,18.76,22.30,48.82
TN,GILES COUNTY,11.7,16.4,16.74,24.50,50.81
TN,GRAINGER COUNTY,18.7,20.5,22.91,32.50,55.49
TN,GREENE COUNTY,14.5,16.9,17.96,23.60,43.76
TN,GRUNDY COUNTY,25.8,23.9,25.51,44.30,65.61
TN,HAMBLEN COUNTY,14.4,13.9,15.60,19.10,35.25
TN,HAMILTON COUNTY,12.1,13.1,13.51,16.60,28.29
TN,HANCOCK COUNTY,29.4,40.0,43.05,62.60,73.24
TN,HARDEMAN COUNTY,19.7,23.3,27.33,36.70,67.29
TN,HARDIN COUNTY,18.8,20.1,20.42,33.70,59.37
TN,HAWKINS COUNTY,15.8,17.9,18.31,26.70,48.59
TN,HAYWOOD COUNTY,19.5,27.5,32.89,49.90,69.05
TN,HENDERSON COUNTY,12.4,15.8,17.64,27.90,55.30
TN,HENRY COUNTY,14.3,18.9,15.05,26.20,43.10
TN,HICKMAN COUNTY,14.3,18.1,13.39,26.60,48.39
TN,HOUSTON COUNTY,18.1,18.7,17.71,25.90,59.51
TN,HUMPHREYS COUNTY,10.8,14.4,13.01,20.90,44.33
TN,JACKSON COUNTY,18.1,20.0,24.87,40.90,68.69
TN,JEFFERSON COUNTY,13.4,15.1,17.08,22.30,40.42
TN,JOHNSON COUNTY,22.6,28.5,26.50,32.80,62.73
TN,KNOX COUNTY,12.6,14.1,14.71,17.70,29.44
TN,LAKE COUNTY,23.6,27.5,31.26,40.50,66.77
TN,LAUDERDALE COUNTY,19.2,22.4,24.91,47.70,67.99
TN,LAWRENCE COUNTY,14.6,15.3,16.60,27.60,42.77
TN,LEWIS COUNTY,13.4,21.0,21.31,24.70,55.05
TN,LINCOLN COUNTY,13.6,14.2,16.43,30.00,45.91
TN,LOUDON COUNTY,10.0,13.6,12.85,21.10,35.99
TN,MACON COUNTY,15.1,19.3,16.55,29.30,56.23
TN,MADISON COUNTY,14.0,17.0,17.65,24.10,45.12
TN,MARION COUNTY,14.1,19.3,18.78,29.10,48.49
TN,MARSHALL COUNTY,10.0,13.1,12.84,19.50,42.57
TN,MAURY COUNTY,10.9,13.2,15.47,20.10,37.49
TN,MCMINN COUNTY,14.5,17.2,16.00,21.10,44.20
TN,MCNAIRY COUNTY,15.9,20.3,18.31,32.70,58.59
TN,MEIGS COUNTY,18.3,22.3,14.33,33.70,65.38
TN,MONROE COUNTY,15.5,17.8,19.39,27.90,55.43
TN,MONTGOMERY COUNTY,10.0,12.8,12.96,21.60,36.42
TN,MOORE COUNTY,9.6,6.5,16.34,17.50,43.17
TN,MORGAN COUNTY,16.0,20.2,25.66,32.10,65.86
TN,OBION COUNTY,13.3,15.2,15.56,22.30,42.26
TN,OVERTON COUNTY,16.0,17.9,25.36,38.20,64.09
TN,PERRY COUNTY,15.4,18.6,15.32,29.90,58.10
TN,PICKETT COUNTY,15.6,24.9,28.47,36.10,61.97
TN,POLK COUNTY,13.0,18.3,19.41,24.80,41.81
TN,PUTNAM COUNTY,16.4,16.6,16.74,25.70,49.79
TN,RHEA COUNTY,14.7,19.0,19.72,28.60,52.02
TN,ROANE COUNTY,13.9,16.0,13.21,20.20,35.74
TN,ROBERTSON COUNTY,9.0,10.6,13.37,22.00,42.99
TN,RUTHERFORD COUNTY,9.0,10.8,11.48,18.80,36.55
TN,SCOTT COUNTY,20.2,27.8,28.56,47.90,69.40
TN,SEQUATCHIE COUNTY,16.5,22.9,22.37,29.80,51.77
TN,SEVIER COUNTY,10.7,13.2,15.10,22.80,49.98
TN,SHELBY COUNTY,16.0,18.3,19.57,20.60,33.03
TN,SMITH COUNTY,12.2,14.5,12.87,23.20,47.10
TN,STEWART COUNTY,12.4,16.6,18.62,31.40,56.14
TN,SULLIVAN COUNTY,12.9,13.6,12.87,15.90,29.29
TN,SUMNER COUNTY,8.1,9.1,9.74,16.10,41.01
TN,TIPTON COUNTY,12.1,20.0,20.09,34.40,58.67
TN,TROUSDALE COUNTY,13.4,17.7,9.29,34.60,49.51
TN,UNICOI COUNTY,13.1,17.1,15.01,23.80,37.69
TN,UNION COUNTY,19.6,21.3,24.34,37.00,55.36
TN,VAN BUREN COUNTY,15.2,19.2,17.02,21.50,64.73
TN,WARREN COUNTY,16.6,16.8,17.24,23.80,46.61
TN,WASHINGTON COUNTY,13.9,15.5,14.15,20.80,35.74
TN,WAYNE COUNTY,16.3,18.7,18.48,29.90,57.91
TN,WEAKLEY COUNTY,16.0,16.30,22.20,,
TN,WHITE COUNTY,14.3,17.0,17.47,26.50,54.60
TN,WILLIAMSON COUNTY,4.7,5.8,8.39,17.20,40.98
TN,WILSON COUNTY,6.7,8.7,10.75,18.40,39.09
TX,TEXAS STATE,15.4,18.1,14.66,18.80,31.70
TX,ANDERSON COUNTY,16.5,18.4,18.48,27.20,46.46
TX,ANDREWS COUNTY,16.4,16.8,11.41,13.40,11.11
TX,ANGELINA COUNTY,15.8,18.7,13.79,18.10,34.96
TX,ARANSAS COUNTY,19.9,25.2,15.65,21.30,35.88
TX,ARCHER COUNTY,9.0,11.6,8.15,12.90,19.96
TX,ARMSTRONG COUNTY,10.6,11.8,9.16,9.30,16.51
TX,ATASCOSA COUNTY,20.2,29.9,23.86,34.00,54.43
TX,AUSTIN COUNTY,12.1,16.4,16.12,30.60,46.80
TX,BAILEY COUNTY,16.7,24.0,20.59,25.10,32.47
TX,BANDERA COUNTY,10.8,14.2,12.93,21.00,39.76
TX,BASTROP COUNTY,11.6,17.9,17.82,33.00,55.64
TX,BAYLOR COUNTY,16.1,23.7,13.41,26.20,28.77
TX,BEE COUNTY,24.0,27.4,22.68,29.30,46.58
TX,BELL COUNTY,12.1,15.2,16.12,17.80,33.70
TX,BEXAR COUNTY,15.9,19.9,18.49,20.00,34.80
TX,BLANCO COUNTY,11.2,17.0,9.70,25.60,38.21
TX,BORDEN COUNTY,14.0,15.0,17.11,15.10,27.30
TX,BOSQUE COUNTY,12.7,16.2,15.39,24.40,41.38
TX,BOWIE COUNTY,17.7,17.1,16.18,17.90,38.85
TX,BRAZORIA COUNTY,10.2,10.4,8.20,10.20,22.82
TX,BRAZOS COUNTY,26.9,26.7,22.27,22.00,39.56
TX,BREWSTER COUNTY,18.2,27.6,21.88,34.70,44.96
TX,BRISCOE COUNTY,16.0,26.1,25.82,22.80,36.55
TX,BROOKS COUNTY,40.2,36.8,29.76,44.70,53.07
TX,BROWN COUNTY,17.2,20.7,12.99,19.50,36.58
TX,BURLESON COUNTY,17.2,22.1,18.01,32.20,53.36
TX,BURNET COUNTY,10.9,17.7,15.98,24.40,33.54
TX,CALDWELL COUNTY,13.1,30.9,29.09,43.20,54.19
TX,CALHOUN COUNTY,16.4,18.7,14.78,20.40,34.17
TX,CALLAHAN COUNTY,12.2,20.1,11.84,22.30,32.78
TX,CAMERON COUNTY,33.1,39.7,31.83,46.00,59.19
TX,CAMP COUNTY,20.9,22.5,17.28,38.20,48.06
TX,CARSON COUNTY,7.3,9.0,8.95,10.50,18.32
TX,CASS COUNTY,17.7,23.0,18.27,22.70,45.81
TX,CASTRO COUNTY,19.0,29.3,27.74,30.10,33.27
TX,CHAMBERS COUNTY,11.0,12.4,14.19,21.80,31.86
TX,CHEROKEE COUNTY,17.9,21.6,17.64,27.60,49.75
TX,CHILDRESS COUNTY,17.6,30.9,14.71,21.50,33.51
TX,CLAY COUNTY,10.3,11.2,12.11,16.30,24.02
TX,COCHRAN COUNTY,27.0,28.3,26.61,35.30,31.19
TX,COKE COUNTY,13.0,18.1,11.42,27.80,20.87
TX,COLEMAN COUNTY,19.9,24.9,18.32,28.80,39.96
TX,COLLIN COUNTY,4.9,5.8,6.45,14.00,33.59
TX,COLLINGSWORTH COUNTY,18.7,28.5,26.33,32.50,39.15
TX,COLORADO COUNTY,16.2,21.3,19.36,22.40,42.17
TX,COMAL COUNTY,8.6,12.9,9.48,16.40,32.12
TX,COMANCHE COUNTY,17.3,21.6,16.23,25.60,42.02
TX,CONCHO COUNTY,11.9,25.8,21.51,25.20,39.94
TX,COOKE COUNTY,14.1,16.4,11.55,14.80,29.89
TX,CORYELL COUNTY,9.5,11.4,14.32,17.40,37.30
TX,COTTLE COUNTY,18.4,29.8,21.83,37.50,47.86
TX,CRANE COUNTY,13.4,15.1,12.82,9.60,10.81
TX,CROCKETT COUNTY,19.4,25.2,11.76,16.70,26.21
TX,CROSBY COUNTY,28.1,29.5,28.47,31.90,39.15
TX,CULBERSON COUNTY,25.1,29.8,18.18,25.40,40.78
TX,DALLAM COUNTY,14.1,18.1,18.04,17.20,25.78
TX,DALLAS COUNTY,13.4,13.5,10.55,10.70,18.81
TX,DAWSON COUNTY,19.7,30.5,21.45,29.20,35.11
TX,DEAF SMITH COUNTY,20.6,27.7,19.34,23.30,35.54
TX,DELTA COUNTY,17.6,22.3,19.65,35.60,52.94
TX,DENTON COUNTY,6.6,8.2,7.65,12.80,26.14
TX,DEWITT COUNTY,19.6,25.3,23.31,29.90,51.29
TX,DICKENS COUNTY,17.4,31.3,26.95,26.00,42.24
TX,DIMMIT COUNTY,33.2,48.9,36.75,61.70,68.41
TX,DONLEY COUNTY,15.9,21.3,18.98,24.20,34.30
TX,DUVAL COUNTY,27.2,39.0,27.18,49.00,56.66
TX,EASTLAND COUNTY,16.8,22.8,16.77,25.30,39.02
TX,ECTOR COUNTY,18.7,20.4,11.18,12.70,17.69
TX,EDWARDS COUNTY,31.6,41.7,33.33,47.50,36.90
TX,EL PASO COUNTY,23.8,26.8,21.74,21.40,29.52
TX,ELLIS COUNTY,8.6,12.6,12.58,18.30,39.67
TX,ERATH COUNTY,16.0,20.9,16.45,23.90,35.76
TX,FALLS COUNTY,22.6,27.5,23.60,41.20,57.79
TX,FANNIN COUNTY,13.9,18.8,15.96,25.40,47.93
TX,FAYETTE COUNTY,11.4,18.6,16.83,32.40,52.66
TX,FISHER COUNTY,17.5,26.2,16.59,32.80,34.24
TX,FLOYD COUNTY,21.5,27.1,27.78,30.60,30.61
TX,FOARD COUNTY,14.3,20.1,18.58,33.00,40.71
TX,FORT BEND COUNTY,7.1,8.9,8.39,21.30,44.93
TX,FRANKLIN COUNTY,15.6,17.0,13.23,31.40,46.13
TX,FREESTONE COUNTY,14.2,19.4,17.31,32.70,56.80
TX,FRIO COUNTY,29.0,39.1,32.29,43.50,62.33
TX,GAINES COUNTY,21.7,27.3,21.34,24.90,22.98
TX,GALVESTON COUNTY,13.2,15.5,10.63,14.00,26.06
TX,GARZA COUNTY,22.3,23.1,18.39,22.60,25.59
TX,GILLESPIE COUNTY,10.2,14.2,14.35,13.30,34.20
TX,GLASSCOCK COUNTY,14.7,22.3,23.01,23.00,16.74
TX,GOLIAD COUNTY,16.4,17.9,19.05,37.00,51.87
TX,GONZALES COUNTY,18.6,29.1,23.89,36.00,55.38
TX,GRAY COUNTY,13.8,13.6,9.54,9.70,14.44
TX,GRAYSON COUNTY,11.3,13.8,9.73,14.60,30.46
TX,GREGG COUNTY,15.1,16.8,12.47,16.70,30.62
TX,GRIMES COUNTY,16.6,24.5,25.40,41.40,62.30
TX,GUADALUPE COUNTY,9.8,17.8,15.80,22.10,42.61
TX,HALE COUNTY,18.0,22.8,21.16,25.50,32.78
TX,HALL COUNTY,26.3,29.1,28.46,23.30,40.10
TX,HAMILTON COUNTY,14.2,17.8,17.79,22.80,45.63
TX,HANSFORD COUNTY,16.4,12.5,10.74,12.80,12.80
TX,HARDEMAN COUNTY,17.8,20.3,17.91,25.30,38.79
TX,HARDIN COUNTY,11.2,15.0,11.40,18.70,34.87
TX,HARRIS COUNTY,15.0,15.7,10.38,12.20,21.46
TX,HARRISON COUNTY,16.7,20.5,17.68,25.30,46.15
TX,HARTLEY COUNTY,6.6,10.4,10.22,18.50,13.08
TX,HASKELL COUNTY,22.8,20.8,20.88,32.40,37.04
TX,HAYS COUNTY,14.3,20.9,22.24,30.40,50.33
TX,HEMPHILL COUNTY,12.6,9.6,7.47,23.80,20.90
TX,HENDERSON COUNTY,15.1,18.1,13.02,24.80,47.16
TX,HIDALGO COUNTY,35.9,41.9,35.22,49.80,65.26
TX,HILL COUNTY,15.7,21.7,16.14,28.70,48.65
TX,HOCKLEY COUNTY,18.9,20.1,19.94,27.20,31.53
TX,HOOD COUNTY,8.5,9.7,8.89,20.90,34.03
TX,HOPKINS COUNTY,14.6,18.4,14.54,20.90,43.29
TX,HOUSTON COUNTY,21.0,25.6,25.03,41.50,65.03
TX,HOWARD COUNTY,18.6,20.4,15.39,17.00,19.93
TX,HUDSPETH COUNTY,35.8,38.9,30.92,33.20,37.59
TX,HUNT COUNTY,12.8,15.3,15.95,18.10,36.19
TX,HUTCHINSON COUNTY,11.1,13.5,7.32,10.90,12.01
TX,IRION COUNTY,8.4,13.5,12.22,26.70,23.54
TX,JACK COUNTY,12.9,18.1,11.73,20.00,24.89
TX,JACKSON COUNTY,14.7,21.0,15.42,26.30,39.22
TX,JASPER COUNTY,18.1,20.2,15.70,25.00,45.26
TX,JEFF DAVIS COUNTY,15.0,19.7,24.89,31.30,41.55
TX,JEFFERSON COUNTY,17.4,19.5,13.41,15.40,22.49
TX,JIM HOGG COUNTY,25.9,35.3,22.45,49.80,72.41
TX,JIM WELLS COUNTY,24.1,30.3,20.89,31.50,50.68
TX,JOHNSON COUNTY,8.8,11.6,8.14,12.60,25.14
TX,JONES COUNTY,16.8,21.1,16.40,25.50,31.23
TX,KARNES COUNTY,21.9,36.5,23.70,39.40,55.22
TX,KAUFMAN COUNTY,10.5,15.8,14.61,21.00,44.38
TX,KENDALL COUNTY,10.5,15.4,13.14,17.20,34.91
TX,KENEDY COUNTY,15.3,21.3,34.94,43.90,77.38
TX,KENT COUNTY,10.4,21.6,18.68,29.30,29.73
TX,KERR COUNTY,14.5,15.0,12.32,17.60,31.42
TX,KIMBLE COUNTY,18.8,19.5,15.83,25.30,35.59
TX,KING COUNTY,20.7,7.3,16.08,19.80,38.97
TX,KINNEY COUNTY,24.0,28.6,35.32,60.70,51.75
TX,KLEBERG COUNTY,26.7,27.4,21.97,29.40,43.82
TX,KNOX COUNTY,22.9,23.6,22.90,31.40,40.81
TX,LA SALLE COUNTY,29.8,37.0,40.50,53.00,64.90
TX,LAMAR COUNTY,16.4,20.1,19.65,25.00,46.22
TX,LAMB COUNTY,20.9,27.1,22.64,32.80,36.42
TX,LAMPASAS COUNTY,14.1,20.0,16.74,24.40,40.63
TX,LAVACA COUNTY,13.2,18.2,16.16,35.60,53.53
TX,LEE COUNTY,11.9,17.8,17.57,32.20,53.44
TX,LEON COUNTY,15.6,21.3,24.38,40.20,66.42
TX,LIBERTY COUNTY,14.3,18.1,13.64,22.60,43.95
TX,LIMESTONE COUNTY,17.8,24.1,23.11,33.40,55.07
TX,LIPSCOMB COUNTY,16.7,13.5,12.53,14.20,22.51
TX,LIVE OAK COUNTY,16.5,22.5,15.94,32.70,49.97
TX,LLANO COUNTY,10.3,16.6,11.63,21.60,36.06
TX,LOVING COUNTY,0.0,0.0,0.00,�,22.32
TX,LUBBOCK COUNTY,17.8,19.0,14.31,18.60,25.19
TX,LYNN COUNTY,22.6,32.5,25.82,32.50,38.17
TX,MADISON COUNTY,15.8,27.3,21.81,36.10,55.99
TX,MARION COUNTY,22.4,60.6,27.11,39.90,58.85
TX,MARTIN COUNTY,18.7,23.9,15.95,32.10,25.69
TX,MASON COUNTY,13.2,27.8,20.47,33.20,41.02
TX,MATAGORDA COUNTY,18.5,20.7,12.50,24.40,41.10
TX,MAVERICK COUNTY,34.8,50.4,39.50,50.80,68.86
TX,MCCULLOCH COUNTY,22.5,27.6,20.82,25.20,39.87
TX,MCLENNAN COUNTY,17.6,20.6,17.21,20.10,30.89
TX,MCMULLEN COUNTY,20.7,18.1,9.29,30.70,45.21
TX,MEDINA COUNTY,15.4,23.6,22.13,30.70,49.08
TX,MENARD COUNTY,25.8,31.1,28.29,36.60,43.97
TX,MIDLAND COUNTY,12.9,14.5,8.58,12.50,15.94
TX,MILAM COUNTY,15.9,23.6,21.99,28.80,49.07
TX,MILLS COUNTY,18.4,23.0,19.68,30.60,41.81
TX,MITCHELL COUNTY,17.7,23.3,21.38,27.70,36.56
TX,MONTAGUE COUNTY,14.0,18.5,12.95,18.90,36.02
TX,MONTGOMERY COUNTY,9.4,12.1,7.66,17.50,43.77
TX,MOORE COUNTY,13.5,13.1,10.09,9.20,10.14
TX,MORRIS COUNTY,18.3,23.3,14.75,21.30,36.87
TX,MOTLEY COUNTY,19.4,23.0,28.70,34.70,35.77
TX,NACOGDOCHES COUNTY,23.3,25.2,19.32,23.80,48.71
TX,NAVARRO COUNTY,18.2,19.6,17.95,27.40,45.77
TX,NEWTON COUNTY,19.1,26.5,20.59,29.60,59.03
TX,NOLAN COUNTY,21.7,21.3,15.40,24.50,25.17
TX,NUECES COUNTY,18.2,20.8,16.78,21.50,36.79
TX,OCHILTREE COUNTY,13.0,13.7,8.02,8.40,11.38
TX,OLDHAM COUNTY,19.8,16.1,9.30,14.90,20.86
TX,ORANGE COUNTY,13.8,15.3,9.95,12.30,23.71
TX,PALO PINTO COUNTY,15.9,19.5,12.03,13.70,32.87
TX,PANOLA COUNTY,14.1,20.7,14.78,29.00,44.87
TX,PARKER COUNTY,8.3,10.7,10.54,13.40,29.02
TX,PARMER COUNTY,17.0,24.2,21.98,23.80,25.35
TX,PECOS COUNTY,20.4,29.6,17.21,18.90,29.56
TX,POLK COUNTY,17.4,21.4,19.30,32.40,55.85
TX,POTTER COUNTY,19.2,22.5,13.12,14.80,18.06
TX,PRESIDIO COUNTY,36.4,48.1,40.70,50.30,52.88
TX,RAINS COUNTY,14.9,15.0,16.64,24.50,53.03
TX,RANDALL COUNTY,8.1,8.9,5.44,6.70,8.41
TX,REAGAN COUNTY,11.8,11.2,16.29,18.70,18.71
TX,REAL COUNTY,21.2,30.5,34.22,36.20,57.10
TX,RED RIVER COUNTY,17.3,27.2,25.96,36.00,57.47
TX,REEVES COUNTY,28.9,28.8,24.43,24.90,38.13
TX,REFUGIO COUNTY,17.8,24.1,18.11,25.50,41.58
TX,ROBERTS COUNTY,7.2,6.2,9.60,13.10,18.66
TX,ROBERTSON COUNTY,20.6,28.4,26.44,43.50,59.42
TX,ROCKWALL COUNTY,4.7,6.5,8.08,16.20,41.58
TX,RUNNELS COUNTY,19.2,17.1,19.91,28.60,37.16
TX,RUSK COUNTY,14.6,20.1,14.02,24.50,42.05
TX,SABINE COUNTY,15.9,19.2,21.34,36.00,57.12
TX,SAN AUGUSTINE COUNTY,21.2,29.7,24.51,41.80,65.57
TX,SAN JACINTO COUNTY,18.8,23.6,23.23,39.90,66.98
TX,SAN PATRICIO COUNTY,18.0,25.3,18.21,32.60,52.37
TX,SAN SABA COUNTY,16.6,33.8,24.21,36.90,42.58
TX,SCHLEICHER COUNTY,21.5,19.9,15.42,30.70,31.34
TX,SCURRY COUNTY,16.0,17.7,11.98,19.30,21.21
TX,SHACKELFORD COUNTY,13.6,17.8,12.20,15.10,24.42
TX,SHELBY COUNTY,19.4,24.9,21.53,31.00,54.49
TX,SHERMAN COUNTY,16.1,14.4,9.17,11.90,13.70
TX,SMITH COUNTY,13.8,16.5,13.38,16.90,32.63
TX,SOMERVELL COUNTY,8.6,17.1,10.98,22.50,45.81
TX,STARR COUNTY,50.9,60.0,50.64,54.90,81.02
TX,STEPHENS COUNTY,15.6,21.8,14.39,24.60,25.05
TX,STERLING COUNTY,16.8,14.3,16.55,20.50,23.83
TX,STONEWALL COUNTY,19.3,16.5,16.56,28.40,28.92
TX,SUTTON COUNTY,18.0,19.0,17.31,31.40,33.01
TX,SWISHER COUNTY,17.4,24.3,25.11,23.70,27.32
TX,TARRANT COUNTY,10.6,11.0,9.36,10.30,19.89
TX,TAYLOR COUNTY,14.5,15.4,11.97,15.40,20.45
TX,TERRELL COUNTY,25.2,27.4,18.24,23.90,42.71
